regiao,classe,mes,consumo_total_antes_kwh,consumo_total_depois_kwh,economia_kwh,economia_co2_kg,economia_reais
Sudeste,Comercial,2024-09,800.0000000000002,457.4562689804773,342.5437310195229,34.25437310195229,274.0349848156183
